customer_city,payment_value
estiva gerbi,1090.98
estreito,427.65000000000003
estrela,2460.42
estrela d oeste,156.33
estrela d'oeste,257.45
estrela do indaia,147.5
estrela do norte,210.76999999999998
estrela do sul,105.28
estrela velha,30.0
euclides da cunha,625.62
euclides da cunha paulista,186.39
eugenio de castro,111.76
eugenopolis,1071.39
eunapolis,7715.63
eusebio,2707.57
ewbank da camara,98.16
extrema,6195.3099999999995
extremoz,160.14
fagundes,220.74
farol,152.72
farroupilha,3757.49
fartura,2106.41
fatima,617.92
fatima do sul,1536.86
faxinal,995.73
faxinal dos guedes,1948.77
faxinalzinho,35.95
fazenda nova,407.77
fazenda rio grande,5204.96
fazenda vilanova,192.21
feira de santana,31427.0
feira nova,649.77
felicio dos santos,191.58
felipe guerra,157.65
felisburgo,123.47
felixlandia,90.28
feliz,2947.85
feliz deserto,423.75
feliz natal,279.38
fenix,67.92
fernando prestes,696.5799999999999
fernandopolis,8366.45
fernao,40.85
ferraz de vasconcelos,17385.65
ferreiros,133.94
ferros,147.36
fervedouro,1128.6100000000001
figueira,1012.87
figueiropolis d'oeste,114.42
filadelfia,99.16
firminopolis,832.5
flor da serra do sul,232.06
flora rica,237.26
florai,422.95
florania,60.34
floreal,225.0
flores,467.40999999999997
flores da cunha,1732.57
flores de goias,43.22
floresta,1538.78
floresta do araguaia,186.79
florestal,382.47
florestopolis,575.77
floriano,3145.51
florianopolis,98018.9
florida,86.15
florida paulista,416.53
florinia,57.61
fonseca,107.53
fontoura xavier,214.16
formiga,5033.34
formigueiro,311.27
formosa,6124.12
formosa da serra negra,155.5
formosa do oeste,86.15
formosa do rio preto,1628.16
formoso,929.03
formoso do araguaia,354.12
forquilha,477.45
forquilhinha,1468.18
fortaleza,112951.56
fortaleza dos valos,119.95
fortim,205.53
fortuna,661.92
foz do iguacu,13806.35
foz do jordao,64.1
fragosos,115.9
fraiburgo,2338.54
franca,25275.25
francisco badaro,435.81
francisco beltrao,8378.13
francisco dantas,224.78
francisco dumont,141.87
francisco morato,9688.8
francisco sa,599.75
francisco santos,41.7
franco da rocha,11830.23
frecheirinha,213.71
frederico westphalen,1319.89
frei gaspar,89.19
frei inocencio,733.89
frei lagonegro,260.34
frei martinho,393.21000000000004
frei rogerio,121.09
fronteira,1079.53
fronteiras,1408.8400000000001
fruta de leite,212.16
frutal,3923.15
frutuoso gomes,115.87
fundao,437.33
gabriel monteiro,48.72
galia,217.64
galinhos,275.48
galvao,78.02
gameleira,1827.12
gameleiras,529.94
gandu,507.45
garanhuns,5225.65
garca,3468.6800000000003
garibaldi,1216.25
garopaba,3288.64
garrafao do norte,762.0
garruchos,79.04
garuva,1647.66
gaspar,11602.95
gastao vidigal,283.72
gaucha do norte,214.94
gaurama,356.61
gaviao peixoto,142.04000000000002
general camara,106.87
general carneiro,498.52
general maynard,217.85
general salgado,587.28
gentio do ouro,121.1
getulina,131.01999999999998
getulio vargas,919.9399999999999
gilbues,356.51
girau do ponciano,74.05
girua,1560.97
glaura,89.36
glicerio,847.1300000000001
gloria de dourados,76.0
gloria do goita,587.92
glorinha,283.3
godoy moreira,1101.83
goiabeira,302.27
goiana,991.21
goianapolis,1224.04
goiandira,113.13
goianesia,2516.58
goianesia do para,964.71
goiania,113351.2
goianinha,454.71000000000004
goianira,1057.77
goianorte,229.5
goias,1236.73
goiatuba,2648.12
goioere,2191.01
goitacazes,1388.24
goncalves,405.07
goncalves dias,99.25
gongogi,52.13
gouveia,1167.23
governador celso ramos,463.36
governador dix-sept rosado,194.82
governador eugenio barros,417.45
governador lindenberg,136.28
governador mangabeira,116.26
governador portela,430.01
governador valadares,21475.72
graccho cardoso,723.72
grajau,965.51
gramado,3750.71
gramado dos loureiros,237.54
gramado xavier,68.97
grandes rios,157.75
granja,700.3
grao mogol,999.3
grao para,269.92999999999995
gravata,2243.96
gravatai,21131.64
gravatal,1418.28
groairas,178.5
grupiara,148.94
guabiju,51.83
guabiruba,786.81
guacui,4311.75
guadalupe,1502.76
guaiba,6139.13
guaicara,917.5600000000001
guaira,5402.83
guairaca,100.44
guaiuba,762.05
guajara-mirim,202.85
guamare,242.64
guamiranga,284.89
guanambi,5367.47
guanhaes,2313.75
guape,210.48
guapiacu,995.55
guapiara,251.95
guapimirim,3446.99
guapirama,107.78
guapo,868.7
guapore,3987.06
guara,1195.03
guarabira,1642.8600000000001
guaracai,767.11
guaraci,1213.53
guaraciaba,320.31
guaraciaba do norte,738.1500000000001
guarai,1459.37
guaramirim,1736.26
guaranesia,972.8299999999999
guarani,2634.31
guarani das missoes,102.94
guaraniacu,463.62
guaranta,715.01
guaranta do norte,509.28999999999996
guarapari,11951.82
guarapua,75.17
guarapuava,9900.21
guaraquecaba,63.37
guarara,546.5699999999999
guararapes,1566.9
guararema,1370.41
guaratinga,76.57
guaratingueta,16593.2
guaratuba,2017.31
guarda-mor,123.10999999999999
guarei,1187.44
guariba,1810.72
guariroba,320.56
guaruja,32647.07
guaruja do sul,395.63
guarulhos,157629.92
guassusse,169.92
guatapara,87.97
guaxupe,6967.0
guia lopes da laguna,48.22
guidoval,400.11
guimaraes,252.11
guimarania,609.33
guinda,47.11
guiricema,161.56
gurupi,6192.18
guzolandia,143.31
heliopolis,169.28
herculandia,220.64
herval,192.56
herval d'oeste,1386.93
herveiras,125.52
hidreletrica tucurui,721.48
hidrolandia,1326.25
hidrolina,218.96
holambra,3102.05
holambra ii,1012.82
horizonte,639.41
horizontina,735.5500000000001
hortolandia,18413.0
hulha negra,372.06
humaita,458.4
humberto de campos,81.57
humildes,360.81
iacanga,427.95
iaciara,787.1200000000001
iacri,81.62
iacu,499.84999999999997
iapu,497.92999999999995
iaras,93.57
iati,807.24
ibaiti,1264.1399999999999
ibarama,167.92
ibate,1767.29
ibateguara,152.86
ibatiba,1724.6
ibema,173.89
ibertioga,181.21
ibia,1736.17
ibiaca,320.87
ibiai,689.95
ibiajara,65.8
ibiam,460.34
ibiapina,289.34000000000003
ibiara,321.98
ibiassuce,218.42
ibicarai,559.6
ibicare,262.09000000000003
ibicoara,359.84
ibicuitinga,54.62
ibimirim,372.03
ibipeba,86.39
ibipitanga,396.71999999999997
ibipora,1590.83
ibira,830.15
ibiracatu,148.15
ibiraci,443.48
ibiracu,57.5
ibiraiaras,267.71
ibiraja,330.14
ibirama,1429.2
ibirapua,141.42
ibirarema,498.19
ibirataia,91.72
ibirite,8317.09
ibiruba,3695.73
ibitiara,157.28
ibitinga,3368.45
ibitioca,244.91
ibitira,421.03
ibitita,1534.58
ibitiuva,27.69
ibiuna,4009.93
ibotirama,3233.2
icapui,638.4
icara,2850.9
icarai de minas,313.03
icaraima,43.95
icatu,892.9
icem,1043.6399999999999
ichu,197.92
ico,2355.35
iconha,390.13
ielmo marinho,240.32
iepe,368.51
igaci,395.0
igapora,56.78
igaracu do tiete,157.66
igarapava,897.02
igarape,2016.35
igarape-acu,94.76
igarape-miri,65.03
igarassu,2264.63
igarata,843.87
igaratinga,336.38
igrapiuna,52.05
igreja nova,315.90999999999997
igrejinha,1581.64
iguaba grande,2829.65
iguai,587.1400000000001
iguape,1615.2
iguaracu,659.2
iguatama,360.4
iguatu,4355.54
ijui,6870.15
ilha comprida,254.85000000000002
ilha de itamaraca,632.1500000000001
ilha dos valadares,93.59
ilha grande,174.68
ilha solteira,2694.73
ilhabela,3989.88
ilheus,10500.1
ilhota,877.22
ilicinea,105.28
ilopolis,231.57999999999998
imaculada,471.90999999999997
imbau,154.87
imbe,3105.67
imbe de minas,245.81
imbituba,3593.92
imbituva,913.66
imbuia,1759.81
imigrante,357.35
imperatriz,9144.78
inacio martins,331.28000000000003
inaciolandia,952.92
inaja,522.63
inconfidentes,208.97
indaial,4052.06
indaiatuba,41119.46
independencia,136.05
indiana,389.33
indianopolis,376.86
indiapora,404.14
indiara,449.47
indiaroba,68.8
inga,169.99
ingai,109.38
inhambupe,1346.98
inhapi,1075.1
inhapim,565.35
inhauma,161.21
inhuma,112.35
inhumas,2733.51
inimutaba,376.39
inocencia,54.82
inubia paulista,344.7
iomere,63.79
ipaba,1585.26
ipameri,2399.96
ipanema,3916.27
ipaporanga,453.81
ipatinga,25958.56
ipaumirim,307.11
ipaussu,1409.26
ipe,229.22000000000003
ipecaeta,40.19
ipero,3079.8
ipiabas,663.14
ipiacu,534.09
ipiau,883.79
ipigua,287.65999999999997
ipira,3618.72
ipiranga,256.83
ipiranga de goias,139.98
ipiranga do norte,114.83
ipiranga do sul,133.25
ipixuna do para,242.99
ipojuca,1825.56
ipora,2616.8
ipora do oeste,615.23
ipu,545.2
ipua,2096.16
ipubi,525.79
ipueira,228.57
ipueiras,1805.78
ipuiuna,188.34
ipumirim,377.52
ipupiara,525.85
iracema,308.77
iracemapolis,1532.5
irai,598.26
irai de minas,536.9399999999999
iramaia,199.37
irani,372.32
irape,429.29999999999995
irapua,268.14
irapuru,985.29
iraquara,510.63
irara,222.82
irati,2994.16
iraucuba,244.13
irece,2660.91
iretama,139.59
irineopolis,279.87
irupi,287.63
isaias coelho,209.46
ita,368.03
itaara,73.15
itabaiana,3840.41
itabaianinha,289.33
itabatan,196.39999999999998
itabela,529.97
itabera,1522.98
itaberaba,1169.15
itaberai,1151.08
itabi,141.03
itabira,12126.89
itabirinha,157.41
itabirito,5798.05
itaborai,7783.17
itabuna,9474.99
itacarambi,399.58000000000004
itacare,970.2
itacoatiara,92.98
itagi,164.64
itagiba,144.86
itagimirim,193.06
itaguacu,2087.09
itaguacu da bahia,267.89
itaguai,7202.32
itaguaje,168.96
itaguara,76.47
itaguari,913.7
itaguaru,117.66
itai,1972.6599999999999
itaicaba,70.03
itaiopolis,1555.42
itaipava,520.02
itaipulandia,294.6
itaitinga,638.5500000000001
itaituba,392.63
itaja,1001.9
itajai,21465.52
itajobi,1915.73
itaju,1008.37
itaju do colonia,56.69
itajuba,15992.36
itajuipe,852.2800000000001
italva,1480.61
itamaraju,1681.2
itamarandiba,2036.2700000000002
itamari,324.99
itambacuri,727.89
itambaraca,326.27
itambe,1108.34
itamira,100.2
itamogi,269.03
itamonte,1105.06
itanhaem,11370.65
itanhandu,2113.88
itanhanga,88.05
itanhem,278.66
itanhomi,375.53000000000003
itaobim,1026.56
itaoca,575.21
itaocara,2042.5
itapaci,302.13
itapage,236.13
itapagipe,341.5
itapaje,3425.08
itaparica,188.36
itape,258.56
itapecerica,1603.68
itapecerica da serra,9846.11
itapecuru mirim,702.95
itapejara d'oeste,1255.92
itapema,7233.42
itapemirim,459.34
itaperucu,707.2
itaperuna,6658.0199999999995
itapetim,371.99
itapetinga,3169.5
itapetininga,14048.46
itapeva,7686.31
itapevi,21190.41
itapicuru,181.54
itapipoca,1482.91
itapira,7984.62
itapiranga,2921.8900000000003
itapirapua,495.34000000000003
itapirapua paulista,514.0699999999999
itapissuma,370.86
itapitanga,264.09000000000003
itapiuna,106.24
itapoa,1087.75
itapolis,4026.78
itapora,248.44
itaporanga,2971.05
itaporanga d'ajuda,263.24
itapui,1430.8899999999999
itapura,426.6
itapuranga,959.3100000000001
itaquaquecetuba,21421.82
itaqui,1522.33
itaquirai,388.72
itaquitinga,127.78999999999999
itarana,1010.02
itarantim,574.72
itarare,4520.99
itarema,99.95
itariri,1378.73
itatiaia,1882.29
itatiaiucu,167.15
itatiba,13634.02
itatiba do sul,55.95
itatim,400.46
itatinga,1832.1
itau,761.37
itau de minas,460.03
itauba,1661.97
itaueira,173.62
itauna,9012.789999999999
itinga,434.67
itiquira,160.66
itirapina,179.21
itirucu,845.37
itiuba,387.5
itobi,591.42
itororo,709.37
itu,14236.31
ituacu,478.07000000000005
itubera,181.22
itueta,508.94000000000005
ituiutaba,6593.01
itumbiara,6489.07
itupeva,6039.66
itupiranga,602.38
ituporanga,3580.25
iturama,1931.51
itutinga,96.01
ituverava,4325.59
iuna,176.26999999999998
ivai,645.77
ivaipora,640.86
ivate,358.34000000000003
ivinhema,308.82
ivora,175.79
ivoti,1507.4299999999998
jaboatao dos guararapes,25282.34
jabora,302.78999999999996
jaborandi,166.38
jaboti,196.96
jaboticabal,6776.97
jaboticatubas,808.87
jacaraci,1040.27
jacare,952.5799999999999
jacareacanga,86.03999999999999
jacarei,20939.76
jacarezinho,1635.31
jaci,143.41000000000003
jaciara,252.88
jacigua,175.11
jacinto,144.46
jacinto machado,447.17
jacobina,7693.92
jacui,475.87
jacuipe,34.78
jacuizinho,74.26
jacunda,1844.8200000000002
jacupiranga,885.57
jacutinga,3201.74
jaguaquara,237.14000000000001
jaguaracu,71.04
jaguarao,1242.01
jaguare,1513.1
jaguarembe,53.31
jaguari,209.34000000000003
jaguariaiva,2117.0299999999997
jaguaribara,125.23
jaguaribe,861.8
jaguariuna,9595.58
jaguaruana,1339.3000000000002
jaguaruna,196.89
jaiba,799.04
jales,3478.63
jamaica,71.85
jamapara,49.6
jambeiro,395.03999999999996
jampruca,262.83
janauba,3646.22
jandaia,53.4
jandaia do sul,2156.75
jandaira,226.2
jandira,9658.31
janduis,119.38
janiopolis,316.22
januaria,4050.95
japaraiba,132.46
japaratuba,138.24
japeri,5682.83
japi,294.19
japira,457.63
japoata,220.6
japuiba,1230.85
japura,521.53
jaqueira,679.1700000000001
jaquirana,547.98
jaragua,755.0699999999999
jaragua do sul,15299.9
jaraguari,110.52
jardim,808.4100000000001
jardim abc de goias,34.09
jardim alegre,161.44
jardim de piranhas,48.74
jardim do serido,555.81
jardim olinda,189.84
jardinopolis,1851.48
jari,421.21000000000004
jarinu,1712.06
jaru,910.26
jatai,11337.93
jatauba,212.12
jatoba,709.61
jau,10847.52
jaua,177.38
jaupaci,105.28
jauru,762.86
jeceaba,683.51
jenipapo de minas,22.58
jequeri,676.84
jequia da praia,351.24
jequie,5766.87
jequitai,243.3
jequitiba,703.86
jequitinhonha,1595.8600000000001
jeremoabo,1126.37
jerico,113.08
jeriquara,144.65
jeronimo monteiro,321.11
jesuania,461.09
jesuitas,642.93
jesupolis,195.34
ji-parana,4435.13
jijoca de jericoacoara,1262.22
jiquirica,519.93
joacaba,5233.09
joaima,53.0
joanopolis,904.51
joao alfredo,300.07
joao camara,1466.81
joao dourado,36.69
joao lisboa,810.71
joao monlevade,8232.52
joao neiva,911.4
joao pessoa,61117.81
joao pinheiro,2814.0299999999997
joao ramalho,479.57
joaquim nabuco,350.45
joaquim pires,37.81
joaquim tavora,392.01
joinville,40508.69
jordania,1047.2
jose boiteux,165.0
jose bonifacio,1666.93
jose da penha,196.43
jose de freitas,350.42
joselandia,109.18
joviania,472.11
juara,502.95
juatuba,699.3299999999999
juazeiro,8662.05
juazeiro do norte,8138.34
jucas,363.96
jucurucu,478.31
jucurutu,839.8299999999999
juina,5417.13
juiz de fora,74856.62
julio de castilhos,983.04
julio mesquita,984.59
jumirim,408.24
junco do serido,318.42
jundiai,90314.81999999999
jundiai do sul,384.01
junqueiro,464.40999999999997
junqueiropolis,2505.96
jupi,666.86
juquia,880.09
juquitiba,3529.98
juranda,69.94
jurema,54.34
juripiranga,157.99
juru,919.38
juruaia,470.59000000000003
juruena,394.38
juruti,75.53
juscimeira,167.0
jussara,175.5
jussari,213.19
jussiape,53.79
juti,719.48
juvenilia,109.1
kalore,563.96
ladainha,210.20999999999998
ladario,380.36
lagarto,2362.35
lages,13694.33
lago da pedra,1038.96
lago verde,134.01
lagoa,180.76
lagoa d'anta,194.34
lagoa da canoa,204.53
lagoa da confusao,929.74
lagoa da prata,1884.08
lagoa de sao francisco,107.02
lagoa de velhos,234.19
lagoa do carro,880.78
lagoa do mato,61.62
lagoa do ouro,373.35
lagoa do piaui,106.38
lagoa dos gatos,1073.47
lagoa dos patos,74.05
lagoa dos tres cantos,91.18
lagoa dourada,707.3000000000001
lagoa formosa,921.9200000000001
lagoa grande,3352.96
lagoa nova,205.2
lagoa real,459.92
lagoa salgada,82.72
lagoa santa,9681.01
lagoa vermelha,1883.04
lagoao,175.43
lagoinha,668.73
lagoinha do piaui,149.61
laguna,2696.25
laje do muriae,235.28
lajeado,9615.48
lajeado grande,145.08
lajedo,1137.2
lajinha,567.69
lamarao,81.34
lambari,1692.91
lamim,108.63
lapa,2488.54
laranja da terra,85.6
laranjal,359.39
laranjal do jari,426.17999999999995
laranjal paulista,2583.82
laranjeiras do sul,2413.23
laurentino,863.27
lauro de freitas,10893.5
lauro muller,1597.19
lavinia,390.41
lavras,14744.86
lavras da mangabeira,986.46
lavras do sul,646.56
lavrinhas,621.35
leandro ferreira,248.1
leme,9157.01
lencois,307.68
lencois paulista,7565.4800000000005
leoberto leal,40.09
leopoldina,2038.21
leopoldo de bulhoes,300.76
leopolis,31.38
liberato salzano,31.22
liberdade,150.9
lima duarte,920.86
limeira,26060.739999999998
limeira do oeste,502.43000000000006
limoeiro,701.21
limoeiro do norte,1492.55
lindoeste,198.25
lindoia,751.34
lindoia do sul,120.22
lindolfo collor,130.65
linhares,13987.34
lins,10363.81
livramento de nossa senhora,777.57
loanda,2042.79
lobato,562.77
londrina,52428.409999999996
lontras,455.59
lorena,9137.710000000001
loreto,1643.64
lourdes,223.84
louveira,5615.7300000000005
lucas do rio verde,6463.96
lucelia,1147.89
lucena,127.17
lucianopolis,199.97
luis antonio,1131.43
luis correia,153.36
luis eduardo magalhaes,9538.69
luisburgo,314.57
luiz alves,144.4
luiziana,186.57
luiziania,270.23
luizlandia do oeste,265.31
luminarias,468.68
lunardelli,250.07999999999998
lupercio,172.11
lupionopolis,248.77
lutecia,908.84
luz,200.53
luziania,5608.51
luziapolis,181.62
luzilandia,273.01
macae,36487.46
macaiba,757.1700000000001
macambara,205.72
macambira,259.15
macapa,13545.039999999999
macaparana,208.71
macatuba,3452.45
macau,1297.69
macaubal,121.91
macaubas,1221.3899999999999
macedonia,388.43
maceio,51644.96
machacalis,175.17
machadinho,65.6
machadinho d'oeste,572.96
machado,3182.8
machados,142.66
macieira,55.56
macuco,90.88
macuco de minas,215.14
madalena,176.24
madre de deus,826.74
madre de deus de minas,422.11
mae d'agua,90.89
mae do rio,203.61
mafra,2327.31
magalhaes de almeida,323.52
magda,496.07
mage,16751.06
maioba,696.9499999999999
maiquinique,139.48
mairi,974.31
mairinque,3235.0
mairipora,10363.16
major porto,100.33
major vieira,329.03
malacacheta,1702.21
malhador,58.14
mallet,907.63
mamanguape,1406.4700000000003
mambai,921.9
mambore,928.47
mamonas,246.36
mampituba,58.55
manaira,147.4
manaus,25542.82
mandaguacu,3325.86
mandaguari,5829.06
mandirituba,26.77
manduri,287.21
manfrinopolis,138.08
manga,445.78999999999996
mangaratiba,1224.42
mangueirinha,1733.05
manhuacu,10066.62
manhumirim,2817.53
manoel ribas,742.3199999999999
manoel urbano,248.71
manoel viana,260.36
mansidao,65.78999999999999
mantena,1946.55
mantenopolis,503.02
maquine,207.4
mar de espanha,1191.57
mar vermelho,689.02
mara rosa,218.17000000000002
maraba,4661.78
maracacume,802.4200000000001
maracai,1345.6000000000001
maracaju,3511.21
maracana,331.25
maracanau,5915.2300000000005
maracas,877.0899999999999
maragogi,2135.5299999999997
maragogipe,195.04000000000002
maranguape,345.53
maranhaozinho,76.57
marataizes,3274.31
marau,2631.98
maravilha,984.14
maravilhas,516.36
marcelino vieira,169.02
marco,756.76
marcos parente,64.5
marechal candido rondon,4144.69
marechal deodoro,379.2
marechal floriano,681.38
mari,342.8
maria da fe,365.65
marialva,3115.02
mariana,5218.88
mariano moro,137.26
mariapolis,140.98000000000002
maribondo,100.97
marica,18020.170000000002
mariental,1867.85
marilac,942.78
marilandia,1593.2199999999998
marilandia do sul,178.27
marilena,107.87
marilia,37219.88
mariluz,349.65
maringa,44263.88
marinopolis,188.98
mario campos,690.9
mariopolis,173.95
maripa,432.73
maristela,731.42
marituba,1663.07
marmeleiro,862.98
marques de souza,45.0
martinesia,53.23
martinho campos,473.7
martinopolis,4084.1099999999997
martins,250.31
martins soares,613.9
mascote,158.99
massape,182.79000000000002
massaranduba,479.34
mata,418.35
mata de sao joao,1344.18
mata grande,469.34999999999997
mata roma,260.90999999999997
mata verde,1667.51
matao,8360.85
matelandia,87.6
materlandia,116.65
mateus leme,654.1
matias barbosa,2489.66
matias olimpio,841.4
matinhos,3538.83
matipo,552.35
mato leitao,226.59
mato rico,92.65
mato verde,651.31
matoes,106.3
matoes do norte,772.28
matozinhos,944.16
matrincha,207.18
matriz de camaragibe,84.9
matupa,1087.87
matutina,167.66
maua,48113.09
maua da serra,167.12
maurilandia,334.51
mauriti,57.28
maximiliano de almeida,422.55000000000007
medeiros,317.7
medeiros neto,797.29
medianeira,3411.7200000000003
medicilandia,43.14
medina,694.4
meleiro,262.78999999999996
mendes,1509.99
mendes pimentel,477.73
mendonca,468.43
mercedes,266.38
merces,285.82
meridiano,140.47
meruoca,160.85
mesquita,11004.89
messias targino,106.85
miguel calmon,787.81
miguel pereira,4409.54
miguelopolis,2265.5
milagres,1016.33
milha,288.29999999999995
mimoso de goias,179.12
mimoso do sul,853.5600000000001
minacu,1787.83
minas do leao,280.72
minas novas,507.14
minduri,43.18
mineiros,4233.22
mineiros do tiete,257.34000000000003
ministro andreazza,120.05
mira estrela,213.56
miracatu,991.8100000000001
miracema,1891.44
miradouro,64.42
miraguai,183.29
mirai,1132.43
miraima,291.3
miranda,343.15999999999997
miranda do norte,154.64
mirandiba,323.15999999999997
mirandopolis,1535.41
miranorte,733.42
mirante da serra,165.6
mirante do paranapanema,242.49
mirassol,6383.33
mirassol d'oeste,2207.23
miravania,50.1
mirinzal,311.65
missal,2838.9900000000002
missao velha,40.62
missi,152.95
mocajuba,85.6
mococa,6758.87
moeda,85.46
moema,214.12
mogi das cruzes,56778.42
mogi mirim,9974.89
mogi-guacu,13123.01
mogi-mirim,112.61
moju,372.88
mojui dos campos,180.87
mombaca,247.98
mombuca,144.47
moncao,143.36
moncoes,379.13
mondai,458.31
mongagua,6027.55
monnerat,376.86
monsenhor paulo,69.12
monsenhor tabosa,412.32000000000005
montadas,120.9
montalvania,422.43
montanha,1862.77
montanhas,361.07
montauri,514.42
monte alegre,190.39999999999998
monte alegre de minas,302.91
monte alegre de sergipe,128.0
monte alegre do sul,4360.38
monte alto,2870.52
monte alverne,282.01
monte aprazivel,1186.5
monte azul,729.88
monte azul paulista,3287.1
monte belo,1340.3
monte belo do sul,116.74
monte bonito,50.34
monte carlo,372.87
monte carmelo,3403.67
monte castelo,203.54000000000002
monte formoso,103.19
monte gordo,224.17
monte mor,5039.0
monte santo,40.0
monte santo de minas,1018.0
monte siao,2866.44
monte verde,463.45000000000005
monteiropolis,203.43
montenegro,5643.51
montes claros,30722.4
montezuma,220.35
montividiu do norte,33.09
morada nova,1668.92
morada nova de minas,730.37
moreilandia,295.12
moreira sales,433.48
moreno,960.09
morpara,393.72999999999996
morretes,639.65
morrinhos,2929.51
morro agudo,1967.96
morro agudo de goias,50.68
morro da fumaca,1921.45
morro da garca,227.14
morro de sao paulo,832.0
morro do chapeu,737.8399999999999
morro do ferro,154.38
morro do pilar,87.64
morro grande,158.58
morro redondo,233.66
morro reuter,741.4
morro vermelho,40.99
morungaba,708.3199999999999
mossamedes,84.14
mossoro,6244.01
mostardas,1720.33
motuca,182.29
mozarlandia,1008.04
mucambo,149.14
mucuge,285.74
mucuri,2385.9900000000002
mucurici,415.66
mundo novo,1243.19
munhoz,477.12
munhoz de melo,1037.26
muniz freire,279.13
muquem do sao francisco,104.21
muqui,574.38
muriae,12532.07
murici,84.05
muritiba,222.63
murucupi,162.13
murutinga do sul,855.71
mussurepe,117.94
mutuipe,580.09
mutum,1589.8700000000001
mutum parana,72.27
mutunopolis,58.56
muzambinho,840.63
nacip raydan,92.16
nantes,91.05
nanuque,2920.75
nao-me-toque,1062.1
narandiba,436.65999999999997
natal,42625.1
natercia,57.5
natividade,3517.22
natividade da serra,138.89
navegantes,7500.85
navirai,2313.24
nazare,504.82000000000005
nazare da mata,114.56
nazare paulista,934.3299999999999
nazareno,190.26
nazario,274.39
neopolis,257.1
nepomuceno,810.6800000000001
neropolis,1464.02
neves paulista,154.32
nhandeara,698.47
nilopolis,15462.98
nipoa,372.35
niquelandia,1902.01
niteroi,135458.19
nobres,59.91
nonoai,252.67
nortelandia,210.64
nossa senhora da gloria,274.72
nossa senhora das dores,598.23
nossa senhora das gracas,80.75
nossa senhora de caravaggio,154.38
nossa senhora de lourdes,118.1
nossa senhora do o,61.61
nossa senhora do remedio,163.29000000000002
nossa senhora do socorro,2809.56
nova alvorada,331.88
nova alvorada do sul,476.88
nova america,66.11
nova america da colina,76.65
nova andradina,2527.5499999999997
nova araca,136.59
nova aurora,1174.59
nova bandeirantes,665.53
nova bassano,471.77000000000004
nova boa vista,75.85
nova brasilandia d'oeste,472.14
nova campina,209.51999999999998
nova canaa,210.07999999999998
nova canaa do norte,227.15
nova canaa paulista,139.15
nova cantu,234.31
nova crixas,176.18
nova cruz,583.25
nova era,2565.16
nova erechim,306.78
nova esperanca,1760.46
nova esperanca do piria,2252.66
nova esperanca do sudoeste,100.33
nova esperanca do sul,368.64
nova europa,760.89
nova fatima,515.0799999999999
nova floresta,155.0
nova friburgo,30715.39
nova granada,2122.45
nova guarita,41.79
nova guataporanga,117.76
nova hartz,755.22
nova iguacu,68470.07
nova independencia,34.86
nova ipixuna,517.03
nova itaberaba,344.77
nova lacerda,380.75
nova laranjeiras,251.59
nova lima,23112.170000000002
nova londrina,946.5600000000001
nova luzitania,34.75
nova mamore,803.1600000000001
nova monte verde,330.93
nova mutum,715.67
nova odessa,5060.2699999999995
nova olimpia,272.03999999999996
nova olinda,1849.7199999999998
nova olinda do maranhao,1724.33
nova padua,89.36
nova palma,466.62
nova petropolis,600.06
nova ponte,1638.54
nova prata,1541.25
nova prata do iguacu,1185.19
nova redencao,36.69
nova resende,26.09
nova roma,67.59
nova roma do sul,1127.29
nova russas,1842.03
nova santa barbara,130.53
nova santa rita,1102.82
nova santa rosa,496.62
nova serrana,8693.69
nova soure,325.43
nova timboteua,133.05
nova trento,972.21
nova ubirata,123.75
nova venecia,2956.59
nova veneza,889.9
nova vicosa,271.01
nova xavantina,3602.16
novais,111.99
novo alegre,319.09
novo barreiro,232.02999999999997
novo brasil,103.75
novo cabrais,71.15
novo cruzeiro,968.87
novo gama,2001.41
novo hamburgo,20130.73
novo horizonte,3078.81
novo itacolomi,122.22
novo jardim,60.98
novo lino,114.26
novo machado,77.66
novo mundo,77.13
novo oriente,321.4
novo oriente do piaui,252.57
novo planalto,46.29
novo progresso,2436.08
novo repartimento,260.16
novo sao joaquim,362.64
nucleo residencial pilar,2417.94
nuporanga,895.41
ocara,162.69
ocaucu,320.77
oeiras,803.91
oeiras do para,247.45999999999998
oiapoque,425.24
olaria,96.22
oleo,73.34
olho d'agua das cunhas,370.97
olho d'agua das flores,346.07
olhos d'agua,119.84
olimpia,6365.150000000001
olinda,15081.42
olindina,229.59
oliveira,3102.9700000000003
oliveira dos brejinhos,185.84
onda verde,89.49
oriente,1075.02
orindiuva,629.59
orizania,190.09
orizona,657.08
orlandia,4552.4
orleans,1617.67
orobo,142.63
oroco,389.46
oros,160.71
ortigueira,1139.45
osasco,92461.02
oscar bressane,339.93
osorio,7225.75
osvaldo cruz,2124.36
osvaldo kroeff,262.16
otacilio costa,1162.85
ourem,66.05
ouricuri,2730.73
ourilandia do norte,1934.3500000000001
ourinhos,14325.33
ourizona,167.8
ouro,310.25
ouro branco,5283.79
ouro fino,2978.22
ouro preto,8149.91
ouro preto do oeste,718.48
ouro verde,356.03999999999996
ouro verde de goias,98.23
ouro verde de minas,114.19
ouro verde do oeste,27.38
ouroeste,1437.57
ouvidor,401.07
pacaembu,1595.0700000000002
pacaja,2860.96
pacajus,1520.0
pacatuba,4469.86
paco do lumiar,1005.93
pacoti,222.29000000000002
pacotuba,69.14
pacuja,538.39
